,Month,Unigram Top 30,Bigram Top 20,Trigram Top 10,Trigram Top 1
10,201801,"[('five', 16), ('star', 16), ('great', 16), ('cpu', 14), ('performance', 10), ('good', 8), ('price', 8), ('budget', 6), ('amd', 6), ('new', 6), ('love', 4), ('bad', 4), ('bang', 4), ('buck', 4), ('beautiful', 4), ('window', 4), ('fast', 4), ('machine', 4), ('processor', 4), ('intel', 4), ('gaming', 4), ('need', 4), ('worth', 4), ('honestly', 2), ('son', 2), ('computer', 2), ('wonderful', 2), ('small', 2), ('powerful', 2), ('perfect', 2)]","[('five stars', 16), ('budget cpu', 4), ('bang buck', 4), ('honestly love', 2), ('son computer', 2), ('good budget', 2), ('wonderful cpu', 2), ('small powerful', 2), ('perfect ti', 2), ('afraid budget', 2), ('good price', 2), ('love beautiful', 2), ('beautiful performance', 2), ('performance beautiful', 2), ('beautiful stock', 2), ('stock fan', 2), ('fan heatsinks', 2), ('excellent cpu', 2), ('cpu zero', 2), ('zero issues', 2)]",,"[('good budget cpu', 2), ('afraid budget cpu', 2), ('love beautiful performance', 2), ('beautiful performance beautiful', 2), ('performance beautiful stock', 2), ('beautiful stock fan', 2), ('stock fan heatsinks', 2), ('excellent cpu zero', 2), ('cpu zero issues', 2), ('zero issues far', 2)]"
11,201802,"[('star', 16), ('five', 14), ('cpu', 12), ('processor', 6), ('great', 4), ('good', 4), ('value', 4), ('de', 4), ('amd', 4), ('get', 4), ('beast', 4), ('threadripper', 4), ('success', 2), ('bang', 2), ('buck', 2), ('money', 2), ('meant', 2), ('computer', 2), ('right', 2), ('ideal', 2), ('application', 2), ('one', 2), ('really', 2), ('like', 2), ('software', 2), ('diseño', 2), ('va', 2), ('la', 2), ('mano', 2), ('superior', 2)]","[('five stars', 14), ('bang buck', 2), ('good value', 2), ('value money', 2), ('meant computers', 2), ('computers right', 2), ('ideal application', 2), ('one star', 2), ('really like', 2), ('like processor', 2), ('software de', 2), ('de diseño', 2), ('diseño va', 2), ('va la', 2), ('la mano', 2), ('mano superior', 2), ('superior de', 2), ('de mi', 2), ('mi intel', 2), ('intel nada', 2)]",,"[('good value money', 2), ('meant computers right', 2), ('really like processor', 2), ('software de diseño', 2), ('de diseño va', 2), ('diseño va la', 2), ('va la mano', 2), ('la mano superior', 2), ('mano superior de', 2), ('superior de mi', 2)]"
12,201803,"[('great', 12), ('star', 10), ('cpu', 8), ('five', 8), ('good', 4), ('excellent', 4), ('eh', 4), ('power', 4), ('price', 4), ('budget', 2), ('quad', 2), ('core', 2), ('processor', 2), ('bear', 2), ('mind', 2), ('ryzan', 2), ('way', 2), ('go', 2), ('amd', 2), ('system', 2), ('upgrade', 2), ('nice', 2), ('finally', 2), ('able', 2), ('use', 2), ('comp', 2), ('ok', 2), ('shall', 2), ('ryzen', 2), ('love', 2)]","[('five stars', 8), ('great budget', 2), ('budget cpu', 2), ('great quad', 2), ('quad core', 2), ('core processor', 2), ('excellent bear', 2), ('bear mind', 2), ('ryzan way', 2), ('way go', 2), ('go amd', 2), ('amd systems', 2), ('excellent upgrade', 2), ('nice finally', 2), ('finally able', 2), ('able use', 2), ('use comp', 2), ('great cpu', 2), ('shall ryzen', 2), ('ryzen eh', 2)]",,"[('great budget cpu', 2), ('great quad core', 2), ('quad core processor', 2), ('excellent bear mind', 2), ('ryzan way go', 2), ('way go amd', 2), ('go amd systems', 2), ('nice finally able', 2), ('finally able use', 2), ('able use comp', 2)]"
13,201804,"[('cpu', 14), ('star', 14), ('five', 12), ('amd', 12), ('buy', 10), ('great', 6), ('ryzen', 6), ('good', 6), ('speed', 6), ('get', 6), ('still', 4), ('intel', 4), ('performance', 4), ('processor', 4), ('wraith', 4), ('cooler', 4), ('beast', 4), ('system', 4), ('read', 4), ('budget', 2), ('gaming', 2), ('dont', 2), ('rock', 2), ('top', 2), ('buying', 2), ('officially', 2), ('idiot', 2), ('price', 2), ('returned', 2), ('cool', 2)]","[('five stars', 12), ('amd ryzen', 4), ('great budget', 2), ('budget cpu', 2), ('cpu gaming', 2), ('dont buy', 2), ('cpu rocks', 2), ('ryzen top', 2), ('still good', 2), ('good buy', 2), ('still buying', 2), ('buying intel', 2), ('intel officially', 2), ('officially idiot', 2), ('great performance', 2), ('performance price', 2), ('price amd', 2), ('amd returned', 2), ('great processor', 2), ('cool buy', 2)]",,"[('great budget cpu', 2), ('budget cpu gaming', 2), ('still good buy', 2), ('still buying intel', 2), ('buying intel officially', 2), ('intel officially idiot', 2), ('great performance price', 2), ('performance price amd', 2), ('price amd returned', 2), ('wraith spire cooler', 2)]"
14,201805,"[('great', 22), ('good', 20), ('cpu', 20), ('best', 12), ('five', 10), ('star', 10), ('price', 10), ('well', 8), ('performance', 8), ('processor', 6), ('budget', 6), ('gaming', 6), ('amd', 6), ('ryzen', 6), ('work', 6), ('value', 6), ('pc', 4), ('muy', 4), ('buen', 4), ('game', 4), ('low', 4), ('thing', 4), ('month', 4), ('died', 4), ('video', 4), ('love', 4), ('support', 4), ('fast', 4), ('chip', 4), ('intel', 4)]","[('five stars', 10), ('muy buen', 4), ('good budget', 4), ('n e', 4), ('working well', 4), ('good processor', 2), ('good cpu', 2), ('cpu budget', 2), ('budget pc', 2), ('pc gamers', 2), ('esta muy', 2), ('buen precio', 2), ('hang best', 2), ('perfect condition', 2), ('budget gaming', 2), ('gaming good', 2), ('good core', 2), ('core processor', 2), ('processor handle', 2), ('handle games', 2)]",,"[('good cpu budget', 2), ('cpu budget pc', 2), ('budget pc gamers', 2), ('esta muy buen', 2), ('muy buen precio', 2), ('good budget gaming', 2), ('budget gaming good', 2), ('gaming good core', 2), ('good core processor', 2), ('core processor handle', 2)]"
15,201806,"[('great', 16), ('five', 12), ('star', 12), ('awesome', 8), ('cpu', 8), ('processor', 6), ('nice', 6), ('performance', 6), ('value', 6), ('good', 6), ('work', 6), ('love', 6), ('got', 4), ('bios', 4), ('update', 4), ('need', 4), ('ryzen', 4), ('amazing', 4), ('amd', 4), ('intel', 4), ('beware', 4), ('like', 4), ('start', 4), ('happy', 4), ('fast', 4), ('apple', 4), ('alternative', 2), ('basically', 2), ('scammed', 2), ('temporary', 2)]","[('five stars', 12), ('great value', 6), ('bios update', 4), ('great cpu', 4), ('awesome alternative', 2), ('basically got', 2), ('got scammed', 2), ('temporary bios', 2), ('update needs', 2), ('quick need', 2), ('short screw', 2), ('amazing processor', 2), ('processor price', 2), ('price even', 2), ('nice upgrade', 2), ('regrets awesome', 2), ('awesome plus', 2), ('plus video', 2), ('video editing', 2), ('editing beast', 2)]",,"[('basically got scammed', 2), ('temporary bios update', 2), ('bios update needs', 2), ('amazing processor price', 2), ('processor price even', 2), ('regrets awesome plus', 2), ('awesome plus video', 2), ('plus video editing', 2), ('video editing beast', 2), ('awesome thread cpu', 2)]"
16,201807,"[('great', 20), ('cpu', 16), ('five', 14), ('star', 14), ('good', 14), ('value', 8), ('price', 8), ('best', 8), ('money', 6), ('gaming', 6), ('performance', 6), ('processor', 6), ('amd', 6), ('one', 6), ('fast', 6), ('perfect', 4), ('love', 4), ('bang', 4), ('buck', 4), ('cooler', 4), ('powerful', 4), ('beginner', 2), ('overclocks', 2), ('like', 2), ('champ', 2), ('computer', 2), ('performer', 2), ('nice', 2), ('overclocked', 2), ('would', 2)]","[('five stars', 14), ('great cpu', 4), ('best bang', 4), ('perfect beginner', 2), ('beginner cpu', 2), ('overclocks like', 2), ('like champ', 2), ('great value', 2), ('value money', 2), ('great performer', 2), ('performer gaming', 2), ('overclocked cpu', 2), ('cpu would', 2), ('would fearless', 2), ('amazing performance', 2), ('performance money', 2), ('good processor', 2), ('price performance', 2), ('performance king', 2), ('bang bucks', 2)]",,"[('perfect beginner cpu', 2), ('overclocks like champ', 2), ('great value money', 2), ('great performer gaming', 2), ('overclocked cpu would', 2), ('cpu would fearless', 2), ('amazing performance money', 2), ('price performance king', 2), ('best bang bucks', 2), ('gran procesador excelente', 2)]"
17,201808,"[('great', 32), ('cpu', 26), ('amd', 12), ('value', 10), ('price', 10), ('processor', 10), ('five', 8), ('star', 8), ('good', 8), ('fast', 8), ('around', 6), ('performance', 6), ('awesome', 6), ('work', 6), ('perfect', 4), ('upgrade', 4), ('run', 4), ('also', 4), ('best', 4), ('chip', 4), ('back', 4), ('amazing', 4), ('zen', 4), ('get', 4), ('need', 4), ('budget', 4), ('cool', 4), ('stock', 4), ('cooler', 4), ('gaming', 4)]","[('five stars', 8), ('great cpu', 6), ('great value', 6), ('value performance', 4), ('stock cooler', 4), ('cpu amd', 2), ('perfect upgrade', 2), ('nice cpu', 2), ('run heavy', 2), ('heavy games', 2), ('games like', 2), ('like flying', 2), ('flying also', 2), ('also make', 2), ('make stream', 2), ('happy around', 2), ('around performance', 2), ('performance getting', 2), ('best cpu', 2), ('great multistream', 2)]",,"[('great value performance', 4), ('great cpu amd', 2), ('run heavy games', 2), ('heavy games like', 2), ('games like flying', 2), ('like flying also', 2), ('flying also make', 2), ('also make stream', 2), ('happy around performance', 2), ('around performance getting', 2)]"
18,201809,"[('great', 30), ('cpu', 22), ('good', 18), ('value', 14), ('processor', 10), ('price', 10), ('better', 10), ('amazing', 10), ('work', 8), ('money', 8), ('product', 6), ('cooler', 6), ('fast', 6), ('intel', 6), ('fantastic', 6), ('best', 6), ('need', 4), ('ryzen', 4), ('awesome', 4), ('item', 4), ('five', 4), ('star', 4), ('exactly', 4), ('much', 4), ('month', 4), ('performance', 4), ('get', 4), ('game', 4), ('code', 4), ('packaging', 4)]","[('great cpu', 8), ('processor great', 6), ('works great', 4), ('five stars', 4), ('value money', 4), ('good value', 4), ('lives hype', 2), ('hype right', 2), ('right circumstances', 2), ('great shipping', 2), ('shipping needs', 2), ('needs handle', 2), ('handle fragile', 2), ('solid entry', 2), ('entry ryzen', 2), ('ryzen line', 2), ('work graphics', 2), ('graphics chip', 2), ('chip installed', 2), ('installed motherboard', 2)]",,"[('lives hype right', 2), ('hype right circumstances', 2), ('processor great shipping', 2), ('great shipping needs', 2), ('shipping needs handle', 2), ('needs handle fragile', 2), ('solid entry ryzen', 2), ('entry ryzen line', 2), ('work graphics chip', 2), ('graphics chip installed', 2)]"
19,201810,"[('great', 144), ('cpu', 140), ('good', 96), ('price', 72), ('best', 58), ('performance', 54), ('processor', 52), ('amd', 48), ('work', 38), ('value', 36), ('ryzen', 34), ('amazing', 30), ('awesome', 28), ('gaming', 28), ('money', 26), ('fast', 24), ('buy', 24), ('budget', 20), ('better', 18), ('love', 18), ('excelente', 18), ('build', 18), ('perfect', 18), ('excellent', 18), ('like', 16), ('upgrade', 16), ('worth', 16), ('game', 16), ('intel', 14), ('quality', 14)]","[('great cpu', 32), ('great value', 16), ('best cpu', 16), ('good cpu', 16), ('amazing cpu', 14), ('bang buck', 14), ('great performance', 12), ('price performance', 10), ('amd ryzen', 10), ('great price', 10), ('great processor', 10), ('best value', 8), ('gaming cpu', 8), ('good price', 8), ('best bang', 8), ('works great', 8), ('good quality', 6), ('value money', 6), ('love amd', 6), ('amazing price', 6)]",,"[('best bang buck', 8), ('best value money', 4), ('best gaming cpu', 4), ('performance great price', 4), ('boost creativity writing', 2), ('creativity writing college', 2), ('writing college papers', 2), ('amazing cpu research', 2), ('great cpu air', 2), ('cpu air cooling', 2)]"
20,201811,"[('great', 58), ('cpu', 54), ('best', 24), ('price', 20), ('performance', 18), ('processor', 16), ('good', 12), ('amazing', 10), ('value', 10), ('work', 10), ('awesome', 8), ('budget', 8), ('amd', 8), ('gaming', 8), ('ryzen', 6), ('cooler', 6), ('money', 6), ('perfect', 4), ('intel', 4), ('love', 4), ('beast', 4), ('chip', 4), ('system', 4), ('every', 4), ('cool', 4), ('para', 4), ('fault', 4), ('thing', 4), ('fan', 4), ('bang', 4)]","[('great cpu', 22), ('cpu price', 6), ('works great', 6), ('price performance', 6), ('best budget', 4), ('great value', 4), ('value money', 4), ('best price', 4), ('good cpu', 4), ('great power', 2), ('power great', 2), ('great price', 2), ('awesome cpu', 2), ('perfect rig', 2), ('cpu general', 2), ('baby momma', 2), ('price pretty', 2), ('pretty much', 2), ('much older', 2), ('older intel', 2)]",,"[('great cpu price', 6), ('best price performance', 4), ('great power great', 2), ('power great price', 2), ('great cpu general', 2), ('cpu price pretty', 2), ('price pretty much', 2), ('pretty much older', 2), ('much older intel', 2), ('best budget build', 2)]"
21,201812,"[('cpu', 32), ('great', 28), ('best', 28), ('price', 20), ('processor', 20), ('good', 18), ('performance', 14), ('amd', 14), ('buck', 14), ('amazing', 12), ('value', 12), ('bang', 12), ('beast', 10), ('gaming', 10), ('buy', 8), ('excellent', 8), ('ryzen', 8), ('worth', 6), ('awesome', 6), ('nice', 6), ('product', 6), ('fast', 6), ('well', 6), ('money', 6), ('multitasking', 4), ('every', 4), ('penny', 4), ('entry', 4), ('five', 4), ('star', 4)]","[('bang buck', 12), ('best bang', 10), ('great price', 6), ('worth every', 4), ('every penny', 4), ('five stars', 4), ('great processor', 4), ('cores threads', 4), ('processor great', 4), ('fast reliable', 4), ('best cpu', 4), ('great value', 4), ('buck cpu', 4), ('great cpu', 4), ('cinibench overclocking', 2), ('overclocking buy', 2), ('buy amazing', 2), ('threadripper gem', 2), ('gem stubborn', 2), ('stubborn install', 2)]",,"[('best bang buck', 10), ('worth every penny', 4), ('bang buck cpu', 4), ('cinibench overclocking buy', 2), ('overclocking buy amazing', 2), ('threadripper gem stubborn', 2), ('gem stubborn install', 2), ('multitasking production monster', 2), ('stop waiting worth', 2), ('waiting worth every', 2)]"
22,201901,"[('great', 134), ('cpu', 106), ('good', 56), ('value', 50), ('price', 48), ('processor', 36), ('amd', 32), ('best', 32), ('gaming', 28), ('ryzen', 24), ('amazing', 22), ('star', 20), ('work', 20), ('budget', 18), ('performance', 18), ('perfect', 18), ('excellent', 18), ('product', 16), ('awesome', 16), ('fast', 16), ('run', 14), ('well', 14), ('nice', 12), ('come', 12), ('five', 12), ('cooler', 12), ('beast', 12), ('worth', 12), ('money', 12), ('solid', 10)]","[('great cpu', 34), ('great value', 22), ('five stars', 12), ('great price', 12), ('cpu price', 10), ('best cpu', 10), ('great processor', 10), ('good cpu', 10), ('works great', 8), ('amazing cpu', 8), ('best value', 6), ('bang buck', 6), ('cpu gaming', 6), ('amd ryzen', 6), ('nice cpu', 6), ('works well', 6), ('great product', 6), ('budget cpu', 6), ('value value', 6), ('amd customer', 4)]",,"[('great cpu price', 6), ('great value performance', 4), ('value value value', 4), ('great performance price', 4), ('great cpu great', 4), ('cpu great price', 4), ('best bang buck', 4), ('worth every penny', 4), ('good amd customer', 2), ('amd customer service', 2)]"
23,201902,"[('great', 94), ('cpu', 78), ('good', 44), ('best', 36), ('value', 34), ('processor', 30), ('price', 28), ('cooler', 24), ('amd', 24), ('performance', 22), ('star', 20), ('amazing', 20), ('money', 20), ('gaming', 20), ('ryzen', 20), ('work', 18), ('fast', 16), ('bang', 16), ('excellent', 14), ('intel', 14), ('love', 14), ('budget', 14), ('buck', 14), ('five', 12), ('chip', 12), ('one', 12), ('awesome', 12), ('cool', 10), ('core', 10), ('product', 10)]","[('great cpu', 22), ('bang buck', 14), ('five stars', 12), ('great processor', 10), ('great budget', 10), ('best bang', 10), ('value money', 8), ('great value', 8), ('great price', 6), ('price performance', 6), ('one star', 6), ('cpu price', 6), ('best cpu', 6), ('cpu cooler', 6), ('good value', 4), ('gaming streaming', 4), ('christmas gift', 4), ('better price', 4), ('highly recommended', 4), ('love amd', 4)]",,"[('best bang buck', 8), ('great cpu cooler', 4), ('great budget cpu', 4), ('power value almost', 2), ('value almost criminal', 2), ('completely satisfied chip', 2), ('satisfied chip amazing', 2), ('good value money', 2), ('great price performance', 2), ('good buy gaming', 2)]"
24,201903,"[('great', 66), ('good', 36), ('cpu', 32), ('value', 30), ('processor', 26), ('best', 20), ('price', 18), ('buy', 18), ('five', 16), ('star', 16), ('fast', 16), ('gaming', 16), ('awesome', 12), ('amazing', 12), ('money', 12), ('performance', 12), ('amd', 12), ('worth', 12), ('ryzen', 10), ('cooler', 10), ('easy', 10), ('bang', 10), ('buck', 10), ('working', 8), ('work', 8), ('budget', 8), ('arrived', 6), ('stable', 6), ('better', 6), ('fan', 6)]","[('five stars', 16), ('great cpu', 14), ('great value', 12), ('bang buck', 10), ('great buy', 8), ('good value', 6), ('value money', 6), ('cpu price', 6), ('works great', 6), ('best bang', 6), ('stock cooler', 6), ('amazing value', 4), ('value performance', 4), ('value great', 4), ('great performance', 4), ('best cpu', 4), ('good processor', 4), ('really good', 4), ('good deal', 4), ('great processor', 4)]",,"[('best bang buck', 6), ('value great performance', 4), ('good value money', 4), ('save money buy', 2), ('simply amazing value', 2), ('amazing value performance', 2), ('value performance comes', 2), ('performance comes adequate', 2), ('good price pci', 2), ('price pci lanes', 2)]"
25,201904,"[('great', 66), ('cpu', 40), ('processor', 34), ('star', 26), ('best', 24), ('price', 24), ('five', 24), ('value', 22), ('amd', 18), ('work', 16), ('gaming', 16), ('good', 16), ('performance', 16), ('money', 14), ('amazing', 14), ('far', 14), ('awesome', 12), ('worth', 10), ('nice', 10), ('speed', 10), ('one', 10), ('buy', 10), ('ryzen', 10), ('excellent', 10), ('fast', 10), ('love', 8), ('perfect', 8), ('cooler', 8), ('intel', 8), ('get', 6)]","[('five stars', 24), ('great cpu', 10), ('great value', 10), ('great processor', 8), ('value money', 6), ('great product', 6), ('amazing processor', 4), ('one best', 4), ('video editing', 4), ('great buy', 4), ('lower price', 4), ('price intel', 4), ('excellent performance', 4), ('great price', 4), ('best processor', 4), ('works awesome', 4), ('stock cooler', 4), ('great gaming', 4), ('value speed', 4), ('worth every', 4)]",,"[('lower price intel', 4), ('worth every penny', 4), ('amd give customers', 2), ('give customers best', 2), ('customers best best', 2), ('best best deserve', 2), ('concern stability wise', 2), ('stability wise get', 2), ('wise get kit', 2), ('get kit memory', 2)]"
26,201905,"[('great', 62), ('cpu', 54), ('good', 26), ('fast', 20), ('value', 20), ('money', 18), ('price', 18), ('work', 18), ('best', 16), ('ryzen', 14), ('five', 12), ('star', 12), ('budget', 12), ('processor', 12), ('amd', 10), ('build', 10), ('performance', 10), ('gaming', 10), ('amazing', 10), ('core', 8), ('bang', 8), ('buck', 8), ('awesome', 8), ('excelente', 8), ('upgrade', 6), ('time', 6), ('computer', 6), ('love', 6), ('perfect', 6), ('run', 6)]","[('five stars', 12), ('value money', 8), ('great cpu', 8), ('bang buck', 8), ('works great', 8), ('budget cpu', 6), ('good budget', 6), ('great value', 6), ('great upgrade', 4), ('cpu amd', 4), ('amd ryzen', 4), ('great bang', 4), ('blazing fast', 4), ('muy bueno', 4), ('great processor', 4), ('gaming cpu', 4), ('cpu price', 4), ('excelente procesador', 4), ('fast cpu', 2), ('surpisingly good', 2)]",,"[('great bang buck', 4), ('fast cpu amd', 2), ('amd ryzen fast', 2), ('great cpu cores', 2), ('cpu cores threads', 2), ('save money rest', 2), ('money rest build', 2), ('build blazing fast', 2), ('blazing fast computer', 2), ('fast computer less', 2)]"
27,201906,"[('great', 60), ('cpu', 38), ('processor', 22), ('price', 20), ('good', 18), ('amd', 14), ('best', 12), ('work', 12), ('gaming', 10), ('love', 10), ('nice', 10), ('performance', 8), ('ryzen', 8), ('value', 8), ('core', 6), ('star', 6), ('issue', 6), ('awesome', 6), ('intel', 6), ('install', 6), ('better', 6), ('excellent', 6), ('upgrade', 6), ('five', 4), ('budget', 4), ('build', 4), ('thing', 4), ('beast', 4), ('switched', 4), ('really', 4)]","[('great cpu', 12), ('great processor', 8), ('great price', 6), ('processor price', 6), ('great value', 6), ('five stars', 4), ('price performance', 4), ('best processor', 4), ('awesome cpu', 4), ('switched intel', 4), ('works great', 4), ('cores else', 2), ('else say', 2), ('performance factor', 2), ('ryzen great', 2), ('great deal', 2), ('great round', 2), ('round processor', 2), ('processor productivity', 2), ('productivity gaming', 2)]",,"[('best processor price', 4), ('cores else say', 2), ('great price performance', 2), ('price performance factor', 2), ('ryzen great deal', 2), ('great round processor', 2), ('round processor productivity', 2), ('processor productivity gaming', 2), ('processor price point', 2), ('first experience amd', 2)]"
28,201907,"[('great', 200), ('cpu', 188), ('good', 80), ('processor', 70), ('amd', 54), ('price', 50), ('best', 50), ('gaming', 50), ('performance', 48), ('ryzen', 44), ('value', 44), ('amazing', 28), ('nice', 28), ('fast', 28), ('upgrade', 26), ('awesome', 26), ('cooler', 26), ('intel', 26), ('work', 24), ('get', 24), ('buy', 24), ('beast', 22), ('chip', 20), ('product', 18), ('excellent', 18), ('worth', 16), ('run', 16), ('pretty', 16), ('high', 14), ('one', 14)]","[('great cpu', 50), ('great processor', 24), ('great value', 14), ('best cpu', 12), ('cpu price', 12), ('good processor', 12), ('five stars', 12), ('great gaming', 10), ('best value', 10), ('good cpu', 8), ('nice cpu', 8), ('nice upgrade', 8), ('price performance', 8), ('bang buck', 8), ('works great', 8), ('excellent cpu', 8), ('amd ryzen', 8), ('cpu great', 6), ('good performance', 6), ('awesome cpu', 6)]",,"[('great cpu price', 6), ('great cpu great', 4), ('ca go wrong', 4), ('best cpu value', 4), ('best processor ever', 4), ('processor ever owned', 4), ('cpu cured depression', 2), ('fix high cpu', 2), ('high cpu usage', 2), ('cpu usage oculus', 2)]"
29,201908,"[('great', 112), ('cpu', 98), ('good', 62), ('best', 48), ('value', 38), ('price', 36), ('processor', 36), ('gaming', 32), ('amd', 32), ('work', 26), ('amazing', 24), ('performance', 22), ('cooler', 20), ('product', 20), ('intel', 16), ('love', 16), ('beast', 16), ('perfect', 16), ('fast', 14), ('hot', 14), ('budget', 14), ('ryzen', 14), ('money', 12), ('better', 12), ('get', 12), ('game', 10), ('star', 10), ('buy', 10), ('core', 10), ('chip', 10)]","[('best cpu', 20), ('good cpu', 16), ('great cpu', 12), ('great product', 12), ('best value', 10), ('great value', 10), ('great processor', 10), ('great performance', 10), ('stock cooler', 8), ('price performance', 8), ('great gaming', 8), ('bang buck', 8), ('cpu price', 6), ('great budget', 6), ('five stars', 6), ('works well', 6), ('excellent cpu', 4), ('hot hot', 4), ('price point', 4), ('good processor', 4)]",,"[('best cpu price', 6), ('great gaming streaming', 4), ('game take description', 2), ('caused infinite build', 2), ('come wraith spire', 2), ('wraith spire cooler', 2), ('spire cooler wraith', 2), ('cooler wraith stealth', 2), ('wraith stealth cooler', 2), ('stealth cooler instead', 2)]"
30,201909,"[('great', 54), ('cpu', 44), ('good', 34), ('best', 24), ('processor', 24), ('performance', 22), ('price', 18), ('fast', 16), ('amazing', 14), ('upgrade', 10), ('budget', 10), ('buy', 10), ('chip', 10), ('gaming', 10), ('amd', 10), ('awesome', 8), ('value', 8), ('perfect', 8), ('work', 8), ('fan', 6), ('game', 6), ('fantastic', 6), ('excellent', 6), ('far', 6), ('one', 6), ('yes', 6), ('star', 6), ('nice', 6), ('everything', 6), ('way', 4)]","[('great cpu', 10), ('great performance', 8), ('good cpu', 6), ('great processor', 6), ('best cpu', 4), ('cpu price', 4), ('good price', 4), ('good performance', 4), ('amazing processor', 4), ('good chip', 4), ('one best', 4), ('best bang', 4), ('bang buck', 4), ('budget cpu', 4), ('five stars', 4), ('cpu gaming', 4), ('best budget', 4), ('fan way', 2), ('way designed', 2), ('designed pins', 2)]",,"[('best bang buck', 4), ('great cpu gaming', 4), ('fan way designed', 2), ('way designed pins', 2), ('designed pins heatsink', 2), ('pins heatsink definitely', 2), ('heatsink definitely best', 2), ('definitely best either', 2), ('awesome cpu misleading', 2), ('cpu misleading product', 2)]"
31,201910,"[('great', 60), ('cpu', 32), ('processor', 26), ('good', 22), ('ryzen', 20), ('amazing', 18), ('price', 18), ('amd', 16), ('gaming', 14), ('value', 14), ('intel', 14), ('best', 12), ('performance', 10), ('buy', 10), ('fast', 10), ('excelente', 8), ('work', 8), ('cooler', 8), ('product', 6), ('perfect', 6), ('build', 6), ('worth', 6), ('one', 6), ('everything', 6), ('better', 6), ('easy', 6), ('use', 6), ('money', 6), ('new', 4), ('computer', 4)]","[('great cpu', 12), ('great processor', 10), ('great gaming', 8), ('great price', 6), ('amd ryzen', 4), ('works great', 4), ('better intel', 4), ('ryzen intel', 4), ('easy install', 4), ('amazing value', 4), ('great value', 4), ('would buy', 4), ('good broski', 4), ('built son', 2), ('son new', 2), ('new gaming', 2), ('gaming computer', 2), ('amd future', 2), ('get budget', 2), ('budget like', 2)]",,"[('built son new', 2), ('son new gaming', 2), ('new gaming computer', 2), ('get budget like', 2), ('low cost high', 2), ('cost high performance', 2), ('great cpu gaming', 2), ('worth going game', 2), ('works great gaming', 2), ('great gaming photo', 2)]"
32,201911,"[('great', 72), ('cpu', 66), ('good', 50), ('value', 42), ('processor', 32), ('amazing', 30), ('price', 24), ('performance', 18), ('best', 18), ('gaming', 16), ('amd', 16), ('work', 12), ('awesome', 12), ('money', 12), ('ryzen', 12), ('excellent', 10), ('get', 10), ('buy', 10), ('core', 10), ('pc', 10), ('nice', 8), ('perfect', 8), ('cooler', 8), ('use', 8), ('solid', 6), ('job', 6), ('thread', 6), ('one', 6), ('absolute', 6), ('excelente', 6)]","[('great cpu', 16), ('amazing value', 12), ('great processor', 10), ('excellent value', 8), ('good processor', 6), ('great gaming', 6), ('great value', 6), ('value money', 6), ('works great', 6), ('amazing price', 4), ('amazing cpu', 4), ('price point', 4), ('excelente procesador', 4), ('cpu price', 4), ('good price', 4), ('amazing performance', 4), ('good value', 4), ('bang buck', 4), ('great product', 4), ('cpu use', 4)]",,"[('great cpu use', 4), ('best processor ever', 4), ('amazing price performance', 2), ('good processor surprised', 2), ('processor surprised temps', 2), ('surprised temps higher', 2), ('temps higher previous', 2), ('higher previous cpu', 2), ('blows intell water', 2), ('great gaming processor', 2)]"
33,201912,"[('great', 196), ('cpu', 188), ('good', 104), ('best', 78), ('price', 66), ('processor', 62), ('value', 52), ('ryzen', 50), ('amd', 48), ('awesome', 46), ('performance', 44), ('gaming', 42), ('amazing', 40), ('fast', 38), ('work', 38), ('buy', 34), ('budget', 30), ('get', 24), ('bang', 24), ('product', 22), ('buck', 22), ('star', 22), ('well', 20), ('love', 20), ('excellent', 20), ('chip', 20), ('money', 18), ('hot', 18), ('excelente', 18), ('core', 18)]","[('great cpu', 38), ('bang buck', 22), ('great value', 20), ('good cpu', 20), ('five stars', 18), ('best cpu', 16), ('best bang', 14), ('great processor', 12), ('cpu price', 12), ('great price', 12), ('budget cpu', 12), ('great gaming', 12), ('great product', 10), ('good gaming', 10), ('best budget', 10), ('great performance', 10), ('great buy', 8), ('works great', 8), ('value money', 8), ('good processor', 8)]",,"[('best bang buck', 14), ('best budget cpu', 6), ('great processor terrible', 4), ('best cpu ever', 4), ('wraith spire cooler', 4), ('best cpu rn', 4), ('best value performance', 4), ('mid high range', 4), ('best budget processor', 4), ('good cpu price', 4)]"
