,Month,Unigram Top 30,Bigram Top 20,Trigram Top 10,Trigram Top 1
20,201209,"[('processor', 6), ('good', 4), ('excellent', 2), ('deal', 2), ('get', 2), ('use', 2), ('gigabyte', 2), ('motherboards', 2), ('mac', 2), ('top', 2), ('notch', 2), ('definitely', 2), ('best', 2), ('bang', 2), ('bucjk', 2), ('love', 2)]","[('excellent deal', 2), ('processor get', 2), ('use gigabyte', 2), ('gigabyte motherboards', 2), ('motherboards good', 2), ('good mac', 2), ('top notch', 2), ('definitely best', 2), ('best processor', 2), ('processor bang', 2), ('bang bucjk', 2), ('love processor', 2)]",,"[('use gigabyte motherboards', 2), ('gigabyte motherboards good', 2), ('motherboards good mac', 2), ('definitely best processor', 2), ('best processor bang', 2), ('processor bang bucjk', 2)]"
21,201210,"[('cpu', 4), ('intel', 2), ('edge', 2), ('sandybridge', 2), ('like', 2), ('one', 2), ('even', 2), ('release', 2), ('four', 2), ('star', 2), ('year', 2), ('still', 2), ('runnin', 2), ('great', 2), ('performance', 2), ('overclocking', 2), ('best', 2), ('money', 2)]","[('intel edge', 2), ('edge sandybridge', 2), ('sandybridge cpu', 2), ('cpu like', 2), ('like one', 2), ('one even', 2), ('even release', 2), ('four stars', 2), ('years still', 2), ('still runnin', 2), ('great performance', 2), ('performance overclocking', 2), ('best cpu', 2), ('cpu money', 2)]",,"[('intel edge sandybridge', 2), ('edge sandybridge cpu', 2), ('sandybridge cpu like', 2), ('cpu like one', 2), ('like one even', 2), ('one even release', 2), ('years still runnin', 2), ('great performance overclocking', 2), ('best cpu money', 2)]"
22,201211,"[('star', 6), ('upgrade', 6), ('processor', 6), ('five', 4), ('part', 2), ('gaming', 2), ('pc', 2), ('build', 2), ('fast', 2), ('smooth', 2), ('generation', 2), ('three', 2), ('keep', 2), ('getting', 2), ('better', 2), ('excellent', 2), ('worth', 2), ('money', 2), ('awesome', 2), ('cpu', 2), ('beast', 2), ('perfect', 2), ('rendering', 2), ('though', 2), ('would', 2), ('work', 2), ('like', 2), ('charm', 2), ('easy', 2), ('effective', 2)]","[('five stars', 4), ('part gaming', 2), ('gaming pc', 2), ('pc build', 2), ('fast smooth', 2), ('smooth generation', 2), ('three stars', 2), ('keeps getting', 2), ('getting better', 2), ('upgrade worth', 2), ('worth money', 2), ('money awesome', 2), ('awesome cpu', 2), ('processor beast', 2), ('upgrade processor', 2), ('perfect rendering', 2), ('though would', 2), ('would works', 2), ('works like', 2), ('like charm', 2)]",,"[('part gaming pc', 2), ('gaming pc build', 2), ('fast smooth generation', 2), ('keeps getting better', 2), ('upgrade worth money', 2), ('worth money awesome', 2), ('money awesome cpu', 2), ('though would works', 2), ('would works like', 2), ('works like charm', 2)]"
23,201212,"[('cpu', 12), ('five', 10), ('star', 10), ('processor', 8), ('gaming', 8), ('great', 8), ('intel', 8), ('fast', 4), ('best', 4), ('still', 4), ('solid', 4), ('nice', 2), ('serf', 2), ('purpose', 2), ('sweet', 2), ('chip', 2), ('speed', 2), ('possibly', 2), ('ever', 2), ('created', 2), ('thank', 2), ('flipper', 2), ('core', 2), ('recomendado', 2), ('powerful', 2), ('price', 2), ('range', 2), ('expected', 2), ('better', 2), ('upgrade', 2)]","[('five stars', 10), ('best cpu', 4), ('gaming processor', 4), ('nice processor', 2), ('fast serves', 2), ('serves purpose', 2), ('sweet gaming', 2), ('gaming chip', 2), ('great speed', 2), ('speed gaming', 2), ('possibly best', 2), ('cpu intel', 2), ('intel ever', 2), ('ever created', 2), ('thank intel', 2), ('fast flipper', 2), ('great gaming', 2), ('intel core', 2), ('powerful cpu', 2), ('cpu best', 2)]",,"[('fast serves purpose', 2), ('sweet gaming chip', 2), ('great speed gaming', 2), ('possibly best cpu', 2), ('best cpu intel', 2), ('cpu intel ever', 2), ('intel ever created', 2), ('great gaming processor', 2), ('powerful cpu best', 2), ('cpu best cpu', 2)]"
24,201301,"[('star', 10), ('great', 8), ('cpu', 8), ('five', 6), ('awesome', 4), ('heat', 4), ('solid', 4), ('fast', 4), ('wow', 4), ('really', 4), ('still', 2), ('original', 2), ('electrostatic', 2), ('bag', 2), ('unopened', 2), ('chip', 2), ('may', 2), ('old', 2), ('review', 2), ('good', 2), ('biggest', 2), ('best', 2), ('finned', 2), ('piped', 2), ('sink', 2), ('available', 2), ('fan', 2), ('nice', 2), ('sandy', 2), ('beach', 2)]","[('great cpu', 6), ('five stars', 6), ('still original', 2), ('original electrostatic', 2), ('electrostatic bag', 2), ('bag unopened', 2), ('chip may', 2), ('may old', 2), ('old review', 2), ('biggest best', 2), ('best finned', 2), ('finned heat', 2), ('heat piped', 2), ('piped heat', 2), ('heat sink', 2), ('sink available', 2), ('available fans', 2), ('sandy beach', 2), ('great htpc', 2), ('compiles linux', 2)]",,"[('still original electrostatic', 2), ('original electrostatic bag', 2), ('electrostatic bag unopened', 2), ('chip may old', 2), ('may old review', 2), ('biggest best finned', 2), ('best finned heat', 2), ('finned heat piped', 2), ('heat piped heat', 2), ('piped heat sink', 2)]"
25,201302,"[('fast', 12), ('great', 8), ('processor', 8), ('work', 4), ('buy', 4), ('perfect', 4), ('vruumm', 4), ('intel', 4), ('cpu', 4), ('awesome', 4), ('excellent', 4), ('product', 4), ('wow', 4), ('thing', 2), ('beast', 2), ('expected', 2), ('anyways', 2), ('would', 2), ('seller', 2), ('chip', 2), ('cool', 2), ('temperature', 2), ('want', 2), ('pure', 2), ('speed', 2), ('five', 2), ('star', 2), ('time', 2), ('overclocker', 2), ('pleased', 2)]","[('works great', 4), ('awesome processor', 4), ('thing beast', 2), ('expected works', 2), ('great anyways', 2), ('would buy', 2), ('buy seller', 2), ('vruumm vruumm', 2), ('intel chips', 2), ('perfect cpu', 2), ('processor cool', 2), ('cool temperatures', 2), ('temperatures want', 2), ('pure speed', 2), ('five stars', 2), ('time overclocker', 2), ('overclocker pleased', 2), ('great condition', 2), ('condition best', 2), ('best processor', 2)]",,"[('expected works great', 2), ('works great anyways', 2), ('would buy seller', 2), ('awesome processor cool', 2), ('processor cool temperatures', 2), ('cool temperatures want', 2), ('time overclocker pleased', 2), ('great condition best', 2), ('condition best processor', 2), ('best processor ever', 2)]"
26,201303,"[('star', 10), ('great', 10), ('five', 8), ('cpu', 6), ('intel', 6), ('year', 4), ('processor', 4), ('multi', 2), ('purpose', 2), ('function', 2), ('four', 2), ('perfect', 2), ('super', 2), ('fast', 2), ('exchange', 2), ('cooling', 2), ('paste', 2), ('every', 2), ('cool', 2), ('aftermarket', 2), ('fan', 2), ('cooler', 2), ('master', 2), ('hyper', 2), ('amazingness', 2), ('awesome', 2), ('product', 2), ('say', 2), ('beast', 2), ('easy', 2)]","[('five stars', 8), ('great great', 4), ('multi purposes', 2), ('purposes function', 2), ('four stars', 2), ('super fast', 2), ('fast cpu', 2), ('cpu intel', 2), ('exchange cooling', 2), ('cooling paste', 2), ('paste every', 2), ('every year', 2), ('year cool', 2), ('cool aftermarket', 2), ('aftermarket fan', 2), ('fan cooler', 2), ('cooler master', 2), ('master hyper', 2), ('intel amazingness', 2), ('awesome processor', 2)]",,"[('multi purposes function', 2), ('super fast cpu', 2), ('fast cpu intel', 2), ('exchange cooling paste', 2), ('cooling paste every', 2), ('paste every year', 2), ('every year cool', 2), ('year cool aftermarket', 2), ('cool aftermarket fan', 2), ('aftermarket fan cooler', 2)]"
27,201304,"[('five', 8), ('star', 8), ('great', 8), ('processor', 8), ('beast', 4), ('wow', 2), ('gamers', 2), ('santiago', 2), ('ok', 2), ('let', 2), ('dual', 2), ('core', 2), ('fool', 2), ('around', 2), ('run', 2), ('like', 2), ('champ', 2), ('hackintosh', 2), ('build', 2), ('extreme', 2), ('price', 2), ('good', 2), ('well', 2), ('got', 2), ('gaming', 2), ('purchase', 2), ('excellent', 2), ('light', 2), ('reservation', 2), ('another', 2)]","[('five stars', 8), ('great processor', 4), ('beast wow', 2), ('let dual', 2), ('dual core', 2), ('core fool', 2), ('great around', 2), ('around processor', 2), ('runs like', 2), ('like champ', 2), ('hackintosh build', 2), ('extreme price', 2), ('price good', 2), ('well got', 2), ('got gaming', 2), ('great purchase', 2), ('excellent light', 2), ('light reservations', 2), ('another winner', 2), ('winner intel', 2)]",,"[('let dual core', 2), ('dual core fool', 2), ('great around processor', 2), ('runs like champ', 2), ('extreme price good', 2), ('well got gaming', 2), ('excellent light reservations', 2), ('another winner intel', 2), ('recommend highest end', 2), ('highest end lga', 2)]"
28,201305,"[('fast', 8), ('processor', 8), ('great', 6), ('good', 4), ('intel', 4), ('core', 4), ('cpu', 4), ('power', 4), ('complaint', 2), ('nice', 2), ('n', 2), ('overclockable', 2), ('amazin', 2), ('year', 2), ('far', 2), ('ghz', 2), ('mb', 2), ('cache', 2), ('lga', 2), ('super', 2), ('love', 2), ('house', 2), ('five', 2), ('star', 2), ('least', 2), ('expected', 2), ('helped', 2), ('bottleneck', 2), ('run', 2), ('slower', 2)]","[('intel core', 4), ('great cpu', 4), ('nice n', 2), ('n fast', 2), ('great overclockable', 2), ('overclockable processor', 2), ('years far', 2), ('far good', 2), ('core processor', 2), ('processor ghz', 2), ('ghz mb', 2), ('mb cache', 2), ('cache lga', 2), ('super fast', 2), ('fast processor', 2), ('power house', 2), ('five stars', 2), ('least fast', 2), ('fast expected', 2), ('helped bottleneck', 2)]",,"[('nice n fast', 2), ('great overclockable processor', 2), ('years far good', 2), ('intel core processor', 2), ('core processor ghz', 2), ('processor ghz mb', 2), ('ghz mb cache', 2), ('mb cache lga', 2), ('super fast processor', 2), ('least fast expected', 2)]"
29,201306,"[('great', 10), ('money', 6), ('intel', 6), ('core', 4), ('ghz', 4), ('mb', 4), ('cache', 4), ('lga', 4), ('work', 4), ('best', 4), ('awesome', 4), ('price', 2), ('say', 2), ('little', 2), ('chip', 2), ('incredible', 2), ('overclocking', 2), ('potential', 2), ('trying', 2), ('source', 2), ('old', 2), ('pc', 2), ('would', 2), ('waste', 2), ('processor', 2), ('installation', 2), ('easy', 2), ('need', 2), ('upgrade', 2), ('bios', 2)]","[('intel core', 4), ('ghz mb', 4), ('mb cache', 4), ('cache lga', 4), ('price say', 2), ('great little', 2), ('little chip', 2), ('great overclocking', 2), ('overclocking potential', 2), ('trying source', 2), ('source old', 2), ('old pc', 2), ('pc would', 2), ('would waste', 2), ('waste money', 2), ('core processor', 2), ('processor ghz', 2), ('installation easy', 2), ('easy need', 2), ('need upgrade', 2)]",,"[('ghz mb cache', 4), ('mb cache lga', 4), ('great little chip', 2), ('great overclocking potential', 2), ('trying source old', 2), ('source old pc', 2), ('old pc would', 2), ('pc would waste', 2), ('would waste money', 2), ('intel core processor', 2)]"
30,201307,"[('awesome', 6), ('five', 6), ('star', 6), ('cpu', 4), ('fast', 2), ('powerrrr', 2), ('like', 2), ('product', 2), ('totally', 2), ('completely', 2), ('insane', 2), ('snappy', 2), ('great', 2), ('bad', 2), ('overclock', 2), ('big', 2), ('difference', 2)]","[('five stars', 6), ('awesome cpu', 2), ('like product', 2), ('awesome totally', 2), ('totally awesome', 2), ('completely insane', 2), ('great cpu', 2), ('cpu bad', 2), ('bad overclock', 2), ('big difference', 2)]",,"[('awesome totally awesome', 2), ('great cpu bad', 2), ('cpu bad overclock', 2)]"
31,201308,"[('processor', 6), ('good', 4), ('great', 4), ('intel', 4), ('five', 4), ('star', 4), ('definitely', 2), ('worth', 2), ('upgrade', 2), ('price', 2), ('review', 2), ('budget', 2), ('work', 2), ('computation', 2), ('gaming', 2), ('wow', 2), ('another', 2), ('fast', 2), ('reliable', 2), ('run', 2), ('cool', 2), ('wished', 2), ('pay', 2), ('released', 2), ('ivy', 2), ('bridge', 2)]","[('intel processor', 4), ('five stars', 4), ('definitely worth', 2), ('worth upgrade', 2), ('upgrade good', 2), ('good price', 2), ('great budget', 2), ('budget processor', 2), ('processor work', 2), ('work computations', 2), ('computations gaming', 2), ('another great', 2), ('great intel', 2), ('fast reliable', 2), ('reliable runs', 2), ('runs cool', 2), ('wished pay', 2), ('released ivy', 2), ('ivy bridge', 2)]",,"[('definitely worth upgrade', 2), ('worth upgrade good', 2), ('upgrade good price', 2), ('great budget processor', 2), ('budget processor work', 2), ('processor work computations', 2), ('work computations gaming', 2), ('another great intel', 2), ('great intel processor', 2), ('fast reliable runs', 2)]"
32,201309,"[('great', 10), ('love', 6), ('processor', 4), ('cpu', 4), ('amazing', 4), ('installed', 2), ('easy', 2), ('working', 2), ('little', 2), ('price', 2), ('five', 2), ('star', 2), ('unlocked', 2), ('yumminess', 2), ('picked', 2), ('new', 2), ('build', 2), ('fail', 2), ('money', 2), ('fast', 2), ('intel', 2), ('core', 2), ('rip', 2), ('poor', 2), ('performance', 2)]","[('installed easy', 2), ('easy working', 2), ('working great', 2), ('great little', 2), ('little processor', 2), ('processor great', 2), ('great price', 2), ('five stars', 2), ('unlocked yumminess', 2), ('picked cpu', 2), ('cpu new', 2), ('new build', 2), ('great fail', 2), ('great processor', 2), ('processor money', 2), ('fast cpu', 2), ('love love', 2), ('intel core', 2), ('poor performance', 2)]",,"[('installed easy working', 2), ('easy working great', 2), ('great little processor', 2), ('little processor great', 2), ('processor great price', 2), ('picked cpu new', 2), ('cpu new build', 2), ('great processor money', 2)]"
33,201310,"[('star', 16), ('five', 14), ('processor', 8), ('great', 8), ('fast', 6), ('work', 4), ('cheap', 4), ('chip', 4), ('anywhere', 4), ('else', 4), ('intel', 4), ('core', 4), ('good', 4), ('expected', 2), ('quickly', 2), ('crazy', 2), ('performance', 2), ('unbeatable', 2), ('price', 2), ('love', 2), ('v', 2), ('reliable', 2), ('thank', 2), ('god', 2), ('amazon', 2), ('find', 2), ('particular', 2), ('paid', 2), ('excellent', 2), ('wonderful', 2)]","[('five stars', 14), ('anywhere else', 4), ('intel core', 4), ('works expected', 2), ('expected quickly', 2), ('crazy performance', 2), ('performance unbeatable', 2), ('unbeatable price', 2), ('price love', 2), ('fast reliable', 2), ('reliable cheap', 2), ('thank god', 2), ('god amazon', 2), ('amazon find', 2), ('find particular', 2), ('particular chip', 2), ('chip cheap', 2), ('cheap anywhere', 2), ('else paid', 2), ('paid anywhere', 2)]",,"[('works expected quickly', 2), ('crazy performance unbeatable', 2), ('performance unbeatable price', 2), ('unbeatable price love', 2), ('fast reliable cheap', 2), ('thank god amazon', 2), ('god amazon find', 2), ('amazon find particular', 2), ('find particular chip', 2), ('particular chip cheap', 2)]"
34,201311,"[('great', 4), ('buy', 4), ('fast', 4), ('star', 4), ('get', 4), ('bang', 2), ('buck', 2), ('cpu', 2), ('love', 2), ('cool', 2), ('quiet', 2), ('five', 2), ('super', 2), ('dollar', 2), ('happy', 2), ('see', 2), ('point', 2), ('overclock', 2), ('spend', 2), ('extra', 2), ('series', 2), ('stop', 2), ('whining', 2), ('day', 2), ('worth', 2), ('work', 2), ('awesome', 2), ('product', 2), ('processor', 2), ('intels', 2)]","[('bang buck', 2), ('buck cpu', 2), ('cpu love', 2), ('great buy', 2), ('cool quiet', 2), ('quiet fast', 2), ('five stars', 2), ('super fast', 2), ('fast dollars', 2), ('dollars great', 2), ('great happy', 2), ('see point', 2), ('point overclock', 2), ('get get', 2), ('get spend', 2), ('spend extra', 2), ('extra series', 2), ('series stop', 2), ('stop whining', 2), ('whining days', 2)]",,"[('bang buck cpu', 2), ('buck cpu love', 2), ('cool quiet fast', 2), ('super fast dollars', 2), ('fast dollars great', 2), ('dollars great happy', 2), ('see point overclock', 2), ('get get spend', 2), ('get spend extra', 2), ('spend extra series', 2)]"
35,201312,"[('star', 10), ('five', 8), ('good', 4), ('amazing', 2), ('chip', 2), ('price', 2), ('wanted', 2), ('play', 2), ('sims', 2), ('provided', 2), ('nice', 2), ('boost', 2), ('performance', 2), ('anyway', 2), ('worked', 2), ('advertised', 2), ('perfect', 2), ('four', 2), ('lightning', 2), ('pc', 2), ('top', 2), ('notch', 2), ('gaming', 2), ('replacement', 2), ('unit', 2), ('great', 2), ('cpu', 2), ('overclock', 2), ('best', 2), ('deal', 2)]","[('five stars', 8), ('amazing chip', 2), ('chip price', 2), ('wanted play', 2), ('play sims', 2), ('sims provided', 2), ('provided nice', 2), ('nice boost', 2), ('boost performance', 2), ('performance anyway', 2), ('worked advertised', 2), ('four stars', 2), ('lightning pc', 2), ('pc top', 2), ('top notch', 2), ('notch gaming', 2), ('good replacement', 2), ('good unit', 2), ('great cpu', 2), ('cpu overclock', 2)]",,"[('amazing chip price', 2), ('wanted play sims', 2), ('play sims provided', 2), ('sims provided nice', 2), ('provided nice boost', 2), ('nice boost performance', 2), ('boost performance anyway', 2), ('lightning pc top', 2), ('pc top notch', 2), ('top notch gaming', 2)]"
36,201401,"[('great', 8), ('best', 6), ('cpu', 2), ('could', 2), ('find', 2), ('plain', 2), ('simple', 2), ('purchased', 2), ('preparation', 2), ('game', 2), ('processor', 2), ('purr', 2), ('like', 2), ('kitten', 2), ('really', 2), ('quite', 2), ('powerful', 2), ('price', 2), ('sure', 2), ('exc', 2), ('work', 2), ('advertised', 2), ('replaced', 2), ('seems', 2), ('monster', 2), ('good', 2), ('value', 2), ('performance', 2), ('professional', 2), ('making', 2)]","[('best cpu', 2), ('cpu could', 2), ('could find', 2), ('find plain', 2), ('plain simple', 2), ('purchased preparation', 2), ('preparation game', 2), ('game processor', 2), ('processor purrs', 2), ('purrs like', 2), ('like kitten', 2), ('really quite', 2), ('quite powerful', 2), ('powerful price', 2), ('price sure', 2), ('works advertised', 2), ('advertised replaced', 2), ('replaced seems', 2), ('good value', 2), ('value performance', 2)]",,"[('best cpu could', 2), ('cpu could find', 2), ('could find plain', 2), ('find plain simple', 2), ('purchased preparation game', 2), ('preparation game processor', 2), ('game processor purrs', 2), ('processor purrs like', 2), ('purrs like kitten', 2), ('really quite powerful', 2)]"
37,201402,"[('star', 6), ('performance', 4), ('excellent', 4), ('five', 4), ('cpu', 4), ('great', 2), ('money', 2), ('three', 2), ('extremely', 2), ('fast', 2), ('processor', 2), ('happy', 2), ('price', 2), ('right', 2), ('still', 2), ('rock', 2), ('age', 2), ('better', 2), ('expected', 2), ('sweet', 2)]","[('five stars', 4), ('great performance', 2), ('performance money', 2), ('three stars', 2), ('extremely fast', 2), ('fast processor', 2), ('processor happy', 2), ('happy price', 2), ('price right', 2), ('still rocks', 2), ('rocks age', 2), ('excellent cpu', 2), ('performance better', 2), ('better expected', 2), ('sweet cpu', 2)]",,"[('great performance money', 2), ('extremely fast processor', 2), ('fast processor happy', 2), ('processor happy price', 2), ('happy price right', 2), ('still rocks age', 2), ('performance better expected', 2)]"
38,201403,"[('holy', 2), ('speed', 2), ('batman', 2), ('bought', 2), ('year', 2), ('ago', 2), ('still', 2), ('going', 2), ('strong', 2), ('nice', 2), ('rawwwww', 2), ('power', 2), ('superb', 2), ('cpu', 2), ('llll', 2), ('work', 2), ('expected', 2), ('sweet', 2), ('fast', 2)]","[('holy speed', 2), ('speed batman', 2), ('bought years', 2), ('years ago', 2), ('ago still', 2), ('still going', 2), ('going strong', 2), ('rawwwww power', 2), ('superb cpu', 2), ('cpu llll', 2), ('works expected', 2)]",,"[('holy speed batman', 2), ('bought years ago', 2), ('years ago still', 2), ('ago still going', 2), ('still going strong', 2), ('superb cpu llll', 2)]"
39,201404,"[('fast', 4), ('five', 2), ('star', 2), ('great', 2), ('processor', 2), ('overclockable', 2), ('cheap', 2), ('solid', 2), ('cpu', 2), ('short', 2), ('review', 2), ('thing', 2), ('kill', 2), ('aun', 2), ('lo', 2), ('probado', 2)]","[('five stars', 2), ('great processor', 2), ('processor fast', 2), ('fast overclockable', 2), ('overclockable cheap', 2), ('solid fast', 2), ('fast cpu', 2), ('short review', 2), ('thing kills', 2), ('aun lo', 2), ('lo probado', 2)]",,"[('great processor fast', 2), ('processor fast overclockable', 2), ('fast overclockable cheap', 2), ('solid fast cpu', 2), ('aun lo probado', 2)]"
40,201405,"[('star', 4), ('intel', 2), ('nuff', 2), ('said', 2), ('good', 2), ('solid', 2), ('cpu', 2), ('need', 2), ('processor', 2), ('fast', 2), ('stable', 2), ('five', 2), ('product', 2), ('since', 2), ('doa', 2), ('seller', 2), ('zero', 2)]","[('intel nuff', 2), ('nuff said', 2), ('good solid', 2), ('solid cpu', 2), ('need processor', 2), ('fast stable', 2), ('five stars', 2), ('product since', 2), ('since doa', 2), ('doa seller', 2), ('seller zero', 2), ('zero stars', 2)]",,"[('intel nuff said', 2), ('good solid cpu', 2), ('product since doa', 2), ('since doa seller', 2), ('doa seller zero', 2), ('seller zero stars', 2)]"
41,201406,"[('star', 12), ('five', 10), ('new', 6), ('great', 4), ('intel', 4), ('rig', 4), ('pleasantly', 2), ('surprised', 2), ('thank', 2), ('pain', 2), ('neck', 2), ('get', 2), ('working', 2), ('fantastic', 2), ('processor', 2), ('suprise', 2), ('disappointed', 2), ('dissapointing', 2), ('logo', 2), ('sell', 2), ('old', 2), ('guise', 2), ('powerful', 2), ('stock', 2), ('speed', 2), ('k', 2), ('better', 2), ('buy', 2), ('four', 2), ('ca', 2)]","[('five stars', 10), ('pleasantly surprised', 2), ('pain neck', 2), ('neck get', 2), ('get new', 2), ('new intel', 2), ('intel rig', 2), ('rig working', 2), ('fantastic processor', 2), ('dissapointing logo', 2), ('intel sells', 2), ('sells old', 2), ('old guise', 2), ('guise new', 2), ('new rig', 2), ('great stock', 2), ('stock speed', 2), ('speed k', 2), ('k better', 2), ('better buy', 2)]",,"[('pain neck get', 2), ('neck get new', 2), ('get new intel', 2), ('new intel rig', 2), ('intel rig working', 2), ('intel sells old', 2), ('sells old guise', 2), ('old guise new', 2), ('great stock speed', 2), ('stock speed k', 2)]"
42,201407,"[('star', 30), ('five', 22), ('fast', 10), ('great', 8), ('cpu', 6), ('htpc', 6), ('three', 6), ('good', 4), ('processor', 4), ('perfect', 4), ('year', 4), ('overclocking', 4), ('best', 4), ('work', 4), ('happy', 4), ('gotten', 2), ('purchase', 2), ('working', 2), ('amd', 2), ('fx', 2), ('intel', 2), ('better', 2), ('thermal', 2), ('component', 2), ('buy', 2), ('first', 2), ('came', 2), ('doa', 2), ('second', 2), ('dead', 2)]","[('five stars', 22), ('three stars', 6), ('great htpc', 4), ('good cpu', 2), ('cpu gotten', 2), ('good purchase', 2), ('working great', 2), ('great processor', 2), ('amd fx', 2), ('fx intel', 2), ('better thermal', 2), ('thermal components', 2), ('buy first', 2), ('first came', 2), ('came doa', 2), ('doa second', 2), ('second dead', 2), ('dead within', 2), ('within year', 2), ('year extremely', 2)]",,"[('good cpu gotten', 2), ('working great htpc', 2), ('amd fx intel', 2), ('better thermal components', 2), ('buy first came', 2), ('first came doa', 2), ('came doa second', 2), ('doa second dead', 2), ('second dead within', 2), ('dead within year', 2)]"
43,201408,"[('star', 30), ('five', 22), ('great', 10), ('fast', 8), ('intel', 8), ('four', 6), ('processor', 6), ('cpu', 6), ('good', 6), ('performance', 4), ('single', 4), ('amd', 4), ('overclock', 4), ('core', 4), ('worth', 4), ('go', 4), ('get', 4), ('really', 4), ('love', 4), ('smooth', 2), ('exceptional', 2), ('problem', 2), ('year', 2), ('running', 2), ('value', 2), ('waste', 2), ('electricity', 2), ('thing', 2), ('pretty', 2), ('amazing', 2)]","[('five stars', 22), ('four stars', 6), ('fast smooth', 2), ('exceptional performance', 2), ('single problem', 2), ('problem years', 2), ('years running', 2), ('great value', 2), ('processor waste', 2), ('waste electricity', 2), ('thing pretty', 2), ('pretty amazing', 2), ('amazing using', 2), ('using amd', 2), ('amd bulldozer', 2), ('gon na', 2), ('na copy', 2), ('copy someone', 2), ('someone else', 2), ('else finally', 2)]",,"[('single problem years', 2), ('problem years running', 2), ('processor waste electricity', 2), ('thing pretty amazing', 2), ('pretty amazing using', 2), ('amazing using amd', 2), ('using amd bulldozer', 2), ('gon na copy', 2), ('na copy someone', 2), ('copy someone else', 2)]"
44,201409,"[('star', 40), ('five', 38), ('great', 22), ('cpu', 8), ('processor', 8), ('best', 6), ('item', 4), ('fast', 4), ('well', 4), ('amazing', 4), ('work', 4), ('good', 4), ('buy', 4), ('quality', 2), ('four', 2), ('however', 2), ('amazon', 2), ('took', 2), ('care', 2), ('problem', 2), ('satisfied', 2), ('result', 2), ('job', 2), ('price', 2), ('pci', 2), ('overclocking', 2), ('difference', 2), ('game', 2), ('mean', 2), ('min', 2)]","[('five stars', 38), ('great cpu', 6), ('great processor', 4), ('quality item', 2), ('four stars', 2), ('however amazon', 2), ('amazon took', 2), ('took care', 2), ('care problem', 2), ('problem fast', 2), ('fast well', 2), ('well satisfied', 2), ('satisfied results', 2), ('great price', 2), ('cpu pci', 2), ('cpu fast', 2), ('great overclocking', 2), ('difference games', 2), ('games amazing', 2), ('amazing mean', 2)]",,"[('however amazon took', 2), ('amazon took care', 2), ('took care problem', 2), ('care problem fast', 2), ('problem fast well', 2), ('fast well satisfied', 2), ('well satisfied results', 2), ('great cpu pci', 2), ('difference games amazing', 2), ('games amazing mean', 2)]"
45,201410,"[('star', 36), ('five', 32), ('processor', 14), ('fast', 12), ('cpu', 6), ('great', 6), ('awesome', 6), ('still', 4), ('four', 4), ('build', 4), ('best', 4), ('love', 4), ('game', 4), ('run', 4), ('cool', 4), ('solid', 2), ('one', 2), ('year', 2), ('later', 2), ('work', 2), ('installed', 2), ('worked', 2), ('like', 2), ('champ', 2), ('job', 2), ('nice', 2), ('fantastic', 2), ('buy', 2), ('recommend', 2), ('devil', 2)]","[('five stars', 32), ('four stars', 4), ('awesome processor', 4), ('solid cpu', 2), ('one year', 2), ('year later', 2), ('later still', 2), ('still works', 2), ('works great', 2), ('installed worked', 2), ('worked like', 2), ('like champ', 2), ('job nice', 2), ('nice processor', 2), ('great processor', 2), ('fast fast', 2), ('fantastic buy', 2), ('buy build', 2), ('recommend devil', 2), ('devil canyon', 2)]",,"[('one year later', 2), ('year later still', 2), ('later still works', 2), ('still works great', 2), ('installed worked like', 2), ('worked like champ', 2), ('job nice processor', 2), ('fantastic buy build', 2), ('recommend devil canyon', 2), ('devil canyon line', 2)]"
46,201411,"[('star', 34), ('five', 30), ('fast', 12), ('love', 8), ('run', 6), ('processor', 6), ('great', 6), ('cpu', 4), ('good', 4), ('asus', 4), ('best', 4), ('pretty', 4), ('intel', 4), ('stock', 4), ('performance', 4), ('chip', 4), ('three', 4), ('awesome', 4), ('work', 4), ('exactly', 2), ('needed', 2), ('amazing', 2), ('box', 2), ('worked', 2), ('designed', 2), ('overclocking', 2), ('ability', 2), ('mb', 2), ('alot', 2), ('everything', 2)]","[('five stars', 30), ('fast fast', 4), ('three stars', 4), ('exactly needed', 2), ('runs amazing', 2), ('amazing box', 2), ('worked designed', 2), ('good overclocking', 2), ('overclocking ability', 2), ('ability asus', 2), ('asus mb', 2), ('fast processor', 2), ('love alot', 2), ('runs everything', 2), ('everything maxed', 2), ('maxed ultra', 2), ('ultra even', 2), ('even break', 2), ('best buy', 2), ('thing coupled', 2)]",,"[('runs amazing box', 2), ('fast fast fast', 2), ('good overclocking ability', 2), ('overclocking ability asus', 2), ('ability asus mb', 2), ('runs everything maxed', 2), ('everything maxed ultra', 2), ('maxed ultra even', 2), ('ultra even break', 2), ('thing coupled gigs', 2)]"
