,Month,Title Polarity,Content Polarity
0,201101,-0.1695,-0.2593
1,201102,0.54602,0.7436200000000001
2,201103,0.25874,0.26208
3,201104,0.5326500000000001,0.56775
4,201105,0.2885692307692308,0.6124923076923077
5,201106,0.1733,0.7292625
6,201107,0.10156666666666665,0.7584166666666666
7,201108,0.3268714285714286,0.7582000000000001
8,201109,0.2670666666666667,0.4667222222222222
9,201110,0.34291,0.7014800000000001
10,201111,0.32123333333333337,0.45513333333333333
11,201112,0.2939,0.65854
12,201201,0.3447117647058824,0.6070176470588236
13,201202,0.31720000000000004,0.6061909090909091
14,201203,0.3932461538461538,0.5975923076923076
15,201204,0.43643,0.6714600000000001
16,201205,0.3672238095238095,0.5058809523809524
17,201206,0.46716153846153846,0.710376923076923
18,201207,0.2992,0.473425
19,201208,0.4427714285714286,0.6536285714285714
20,201209,0.4520571428571428,0.6816428571428571
21,201210,0.33138,0.72284
22,201211,0.2515733333333333,0.6248
23,201212,0.27498750000000005,0.447928125
24,201301,0.25676129032258066,0.5668483870967741
25,201302,0.3081935483870968,0.6377161290322582
26,201303,0.2668047619047619,0.3760333333333333
27,201304,0.31209047619047625,0.7220238095238095
28,201305,0.23243684210526314,0.521878947368421
29,201306,0.3700869565217392,0.6067695652173911
30,201307,0.07306666666666667,0.6165833333333334
31,201308,0.2969833333333333,0.7498666666666667
32,201309,0.26444666666666666,0.5432266666666669
33,201310,0.26358400000000004,0.6542720000000002
34,201311,0.22696000000000005,0.39306
35,201312,0.3174,0.5453600000000001
36,201401,0.3310631578947369,0.5039631578947368
37,201402,0.32794,0.5819599999999999
38,201403,0.284875,0.7207250000000001
39,201404,0.05570000000000001,0.2921285714285714
40,201405,0.11975714285714287,0.5080714285714285
41,201406,0.11541818181818182,0.39635909090909094
42,201407,0.16321739130434787,0.4836869565217391
43,201408,0.1908229166666667,0.48890833333333344
44,201409,0.24472456140350882,0.47489122807017536
45,201410,0.20649444444444445,0.44847037037037024
46,201411,0.184054,0.36983799999999994
47,201412,0.2614705882352942,0.4784223529411764
48,201501,0.1931223880597015,0.3735835820895522
49,201502,0.2249266666666667,0.5231959999999999
50,201503,0.22503066666666668,0.42118933333333325
51,201504,0.23181857142857143,0.6450042857142857
52,201505,0.20933389830508473,0.5225237288135594
53,201506,0.2109238805970149,0.4463477611940298
54,201507,0.2356776119402986,0.48939701492537313
55,201508,0.20401864406779666,0.32714406779661026
56,201509,0.14510344827586208,0.4626137931034484
57,201510,0.19556197183098598,0.4064478873239437
58,201511,0.24194782608695656,0.5911536231884057
59,201512,0.28234936708860764,0.5336139240506328
60,201601,0.22465480769230767,0.43771057692307686
61,201602,0.20084574468085106,0.4888074468085104
62,201603,0.21122285714285718,0.46331999999999995
63,201604,0.1838105263157895,0.41845394736842106
64,201605,0.2841637096774192,0.49842499999999995
65,201606,0.2557910112359551,0.4805438202247192
66,201607,0.20780517241379323,0.4688181034482756
67,201608,0.2012984375,0.49129296874999967
68,201609,0.2165133333333333,0.45581999999999984
69,201610,0.24867397260273966,0.5254589041095886
70,201611,0.2710854368932039,0.46141456310679596
71,201612,0.2504978571428571,0.542460714285714
72,201701,0.19275669291338582,0.4770141732283462
73,201702,0.21530714285714297,0.4220726190476191
74,201703,0.19685116279069761,0.4414953488372094
75,201704,0.24933230769230771,0.5633646153846151
76,201705,0.28335789473684214,0.5228140350877193
77,201706,0.25949354838709676,0.4875193548387096
78,201707,0.25877450980392164,0.501021568627451
79,201708,0.23418431372549023,0.3660196078431374
80,201709,0.27527560975609755,0.5552439024390244
81,201710,0.2959099999999999,0.5179269999999999
82,201711,0.1660526315789474,0.4861964912280701
83,201712,0.22221095890410963,0.43631780821917804
84,201801,0.31615000000000004,0.4978021739130436
85,201802,0.22057134831460667,0.4674056179775278
86,201803,0.1188235294117647,0.4402558823529411
87,201804,0.26624494382022473,0.4414359550561796
88,201805,0.28972264150943394,0.43222830188679245
89,201806,0.2957315789473684,0.5472605263157896
90,201807,0.2452181818181818,0.5092127272727273
91,201808,0.2432733333333333,0.37126666666666674
92,201809,0.2722417910447761,0.5198641791044776
93,201810,0.29934210526315796,0.46310789473684205
94,201811,0.2780063106796115,0.435082038834951
95,201812,0.2240591240875912,0.38467591240875887
96,201901,0.25793037037037037,0.46749703703703693
97,201902,0.2801616438356165,0.4468397260273972
98,201903,0.27274516129032206,0.4852548387096772
99,201904,0.25507835051546385,0.4446092783505153
100,201905,0.25649465240641683,0.4062941176470585
101,201906,0.21041875000000015,0.43828660714285705
102,201907,0.26243983739837395,0.39375772357723565
103,201908,0.2831660714285715,0.3703866071428569
104,201909,0.1821051020408163,0.3722836734693878
105,201910,0.29452933333333337,0.44828
106,201911,0.338644927536232,0.5070753623188404
107,201912,0.255568122270742,0.43739825327510856
108,202001,0.3278452631578947,0.43455999999999995
109,202002,0.22407500000000014,0.44058076923076916
110,202003,0.2963365853658537,0.41981707317073175
111,202004,0.3399942307692308,0.3889288461538462
112,202005,0.3201800000000001,0.5189266666666665
113,202006,0.2588240963855422,0.4545409638554214
114,202007,0.3397203703703703,0.5005370370370371
115,202008,0.27471935483870974,0.4605290322580645
116,202009,0.35886279069767435,0.4749872093023254
117,202010,0.35837462686567173,0.4491910447761193
118,202011,0.24236666666666665,0.3845125
