Date,Open,High,Low,Close,Adj Close,Volume
1980-03-01,0.000000,3.302083,2.239583,2.541667,2.541667,5307600
1980-04-01,0.000000,2.812500,2.270833,2.552083,2.552083,8668800
1980-05-01,0.000000,3.208333,2.416667,3.166667,3.166667,6700800
1980-06-01,0.000000,3.166667,2.864583,3.041667,3.041667,5402400
1980-07-01,0.000000,4.156250,3.010417,4.135417,4.135417,9615600
1980-08-01,0.000000,4.750000,3.906250,4.270833,4.270833,8973600
1980-09-01,0.000000,5.822917,4.177083,5.177083,5.177083,10645200
1980-10-01,0.000000,5.541667,4.520833,4.791667,4.791667,7484400
1980-11-01,0.000000,7.416667,4.791667,6.958333,6.958333,7952000
1980-12-01,0.000000,7.125000,4.916667,5.750000,5.750000,11304000
1981-01-01,0.000000,6.041667,3.895833,3.937500,3.937500,12359200
1981-02-01,0.000000,4.416667,3.333333,3.875000,3.875000,8503600
1981-03-01,0.000000,4.541667,3.729167,4.354167,4.354167,6645200
1981-04-01,0.000000,5.166667,3.937500,4.562500,4.562500,12047600
1981-05-01,0.000000,4.833333,4.187500,4.750000,4.750000,4674800
1981-06-01,0.000000,4.958333,3.770833,3.916667,3.916667,6566800
1981-07-01,0.000000,3.958333,3.333333,3.333333,3.333333,4815600
1981-08-01,0.000000,3.541667,3.041667,3.062500,3.062500,4184400
1981-09-01,0.000000,3.166667,2.333333,2.708333,2.708333,6109600
1981-10-01,0.000000,3.416667,2.666667,3.291667,3.291667,6018800
1981-11-01,0.000000,3.541667,2.729167,2.833333,2.833333,4124000
1981-12-01,0.000000,3.125000,2.791667,2.937500,2.937500,4038800
1982-01-01,0.000000,3.333333,2.583333,3.270833,3.270833,5157600
1982-02-01,0.000000,3.291667,2.791667,3.125000,3.125000,5762800
1982-03-01,0.000000,3.958333,2.979167,3.750000,3.750000,11048000
1982-04-01,0.000000,4.208333,3.750000,4.166667,4.166667,8981200
1982-05-01,0.000000,4.520833,3.854167,3.916667,3.916667,8175600
1982-06-01,0.000000,4.166667,3.687500,4.041667,4.041667,6122800
1982-07-01,0.000000,4.541667,3.750000,4.208333,4.208333,9365600
1982-08-01,0.000000,5.083333,3.270833,5.041667,5.041667,17877200
1982-09-01,0.000000,5.229167,4.312500,4.437500,4.437500,12228800
1982-10-01,0.000000,6.166667,4.375000,5.937500,5.937500,14439200
1982-11-01,0.000000,7.000000,5.468750,6.250000,6.250000,8341200
1982-12-01,0.000000,6.875000,5.687500,6.281250,6.281250,8985600
1983-01-01,0.000000,9.000000,6.062500,9.000000,9.000000,19690400
1983-02-01,0.000000,9.812500,8.187500,9.125000,9.125000,12504800
1983-03-01,8.968750,9.562500,8.062500,8.375000,8.375000,15971600
1983-04-01,8.250000,9.718750,7.750000,9.500000,9.500000,13498000
1983-05-01,9.406250,13.250000,9.281250,12.125000,12.125000,13542800
1983-06-01,12.156250,16.656250,12.156250,16.125000,16.125000,11454800
1983-07-01,16.187500,17.437500,13.937500,14.875000,14.875000,9785200
1983-08-01,14.750000,15.875000,12.843750,15.875000,15.875000,11760600
1983-09-01,16.000000,16.937500,14.000000,14.500000,14.500000,13409400
1983-10-01,14.625000,16.812500,14.000000,15.000000,15.000000,14278800
1983-11-01,14.875000,17.750000,13.375000,17.000000,17.000000,11155200
1983-12-01,16.937500,17.375000,15.750000,16.812500,16.812500,10764600
1984-01-01,16.812500,18.750000,14.000000,14.375000,14.375000,18691000
1984-02-01,14.562500,15.125000,12.562500,14.125000,14.125000,15748200
1984-03-01,14.187500,15.875000,13.187500,14.250000,14.250000,12896600
1984-04-01,14.625000,17.437500,13.375000,17.187500,17.187500,20023200
1984-05-01,17.250000,17.687500,14.750000,15.812500,15.812500,15548000
1984-06-01,16.000000,16.625000,14.062500,15.375000,15.375000,18036600
1984-07-01,15.375000,15.812500,12.562500,14.500000,14.500000,16925200
1984-08-01,14.500000,20.562500,14.500000,19.687500,19.687500,29320000
1984-09-01,19.500000,20.187500,17.187500,17.375000,17.375000,18816800
1984-10-01,17.125000,18.687500,15.312500,16.000000,16.000000,27297400
1984-11-01,16.125000,16.187500,13.312500,13.875000,13.875000,22010200
1984-12-01,13.750000,15.250000,12.687500,14.750000,14.750000,18267200
1985-01-01,14.687500,18.187500,13.187500,17.562500,17.562500,25653400
1985-02-01,17.312500,18.062500,15.812500,16.625000,16.625000,14944400
1985-03-01,16.687500,17.000000,15.062500,16.687500,16.687500,17758000
1985-04-01,16.812500,17.000000,13.500000,13.937500,13.937500,14843600
