Date,Open,High,Low,Close,Adj Close,Volume
1994-11-01,3.867188,4.204102,3.734375,3.945313,2.454978,1661600000
1994-12-01,3.875000,4.109375,3.593750,3.992188,2.484147,2126796800
1995-01-01,3.976563,4.484375,3.937500,4.335938,2.698046,1992945600
1995-02-01,4.335938,5.046875,4.320313,4.984375,3.104167,1553358400
1995-03-01,4.984375,5.625000,4.898438,5.304688,3.303648,1952177600
1995-04-01,5.296875,6.507813,5.281250,6.398438,3.984813,2062513600
1995-05-01,6.468750,7.437500,6.429688,7.015625,4.371904,2722372800
1995-06-01,7.031250,8.296875,6.843750,7.914063,4.931782,1989096000
1995-07-01,7.921875,9.796875,7.812500,8.125000,5.063231,2233384000
1995-08-01,8.125000,8.406250,7.140625,7.671875,4.783638,1973017600
1995-09-01,7.656250,8.328125,7.156250,7.515625,4.686213,1444776800
1995-10-01,7.576172,8.921875,7.218750,8.734375,5.446142,1745368800
1995-11-01,8.843750,9.142578,7.484375,7.609375,4.747469,1635819200
1995-12-01,7.671875,8.000000,6.898438,7.093750,4.425771,1242437600
1996-01-01,7.171875,7.421875,6.226563,6.904297,4.307570,2392518400
1996-02-01,6.875000,7.703125,6.857422,7.351563,4.589993,1135956000
1996-03-01,7.203125,7.531250,6.437500,7.109375,4.438780,1386664000
1996-04-01,7.140625,8.796875,7.046875,8.468750,5.287516,1652880000
1996-05-01,8.421875,9.453125,8.312500,9.437500,5.895762,1272625600
1996-06-01,9.390625,9.718750,8.781250,9.179688,5.734703,1112619200
1996-07-01,9.218750,9.486328,8.015625,9.390625,5.866482,1964907200
1996-08-01,9.421875,10.406250,9.359375,9.976563,6.236804,1239524800
1996-09-01,9.890625,12.437500,9.812500,11.929688,7.457794,1289012000
1996-10-01,11.828125,14.281250,11.781250,13.734375,8.585989,1783640000
1996-11-01,13.734375,15.906250,13.500000,15.859375,9.919174,1672116800
1996-12-01,15.750000,17.687500,15.421875,16.367188,10.236783,1807088800
1997-01-01,16.468750,20.500000,15.953125,20.281250,12.684815,2230825600
1997-02-01,20.437500,20.625000,17.125000,17.734375,11.095556,2158319200
1997-03-01,17.640625,18.781250,15.718750,17.390625,10.880493,2181638400
1997-04-01,17.203125,19.187500,16.031250,19.140625,11.975377,2472320800
1997-05-01,19.171875,21.218750,17.500000,18.937500,11.852345,2384592800
1997-06-01,19.250000,19.328125,17.593750,17.726563,11.094455,2101756800
1997-07-01,17.750000,23.031250,17.328125,22.953125,14.365582,1892300800
1997-08-01,23.187500,25.500000,22.468750,23.031250,14.419393,1411278800
1997-09-01,23.281250,24.812500,23.000000,23.078125,14.448746,1034391600
1997-10-01,23.187500,23.906250,17.312500,19.250000,12.052032,1986799200
1997-11-01,19.609375,20.437500,18.003906,19.406250,12.154141,1272398000
1997-12-01,19.625000,20.437500,16.843750,17.562500,10.999403,1414142800
1998-01-01,17.671875,20.718750,17.625000,20.250000,12.682582,1358238800
1998-02-01,20.625000,23.906250,20.546875,22.421875,14.048155,1333076000
1998-03-01,22.453125,22.843750,18.500000,19.515625,12.227275,1701521600
1998-04-01,19.375000,21.265625,17.828125,20.203125,12.658018,1546118800
1998-05-01,20.234375,21.359375,17.812500,17.859375,11.193810,1087710800
1998-06-01,17.281250,19.406250,16.414063,18.531250,11.614923,1440325200
1998-07-01,18.671875,22.062500,18.062500,21.109375,13.230830,1585564800
1998-08-01,20.906250,23.156250,17.734375,17.796875,11.154634,1761071600
1998-09-01,17.734375,22.250000,17.437500,21.437500,13.441413,1476413200
1998-10-01,21.062500,22.703125,18.953125,22.296875,13.980237,1574883200
1998-11-01,22.437500,28.968750,22.390625,26.906250,16.870346,1293696800
1998-12-01,26.453125,31.546875,26.421875,29.640625,18.593019,1208676800
1999-01-01,29.984375,35.921875,29.921875,35.234375,22.101887,1393780000
1999-02-01,35.171875,35.171875,29.718750,29.984375,18.808651,1444981200
1999-03-01,29.703125,31.093750,27.390625,29.718750,18.650349,1706606800
1999-04-01,29.984375,33.375000,27.500000,30.593750,19.199457,1092352800
1999-05-01,30.593750,32.500000,25.500000,27.031250,16.963779,781813800
1999-06-01,26.906250,29.937500,25.062500,29.750000,18.679043,919890600
1999-07-01,29.875000,35.875000,29.625000,34.500000,21.661407,1011415000
1999-08-01,34.937500,42.250000,34.750000,41.093750,25.801405,1095635000
1999-09-01,41.843750,44.750000,36.312500,37.156250,23.338781,1051548200
1999-10-01,37.125000,39.906250,32.500000,38.718750,24.320223,1205532800
1999-11-01,38.812500,41.937500,36.812500,38.343750,24.084677,854509600
1999-12-01,38.031250,42.750000,35.281250,41.156250,25.861286,841517800
2000-01-01,41.632813,53.312500,38.687500,49.468750,31.084591,1406932200
2000-02-01,49.187500,58.250000,48.312500,56.500000,35.502827,965312200
2000-03-01,56.437500,72.687500,56.000000,65.968750,41.465126,1131350200
2000-04-01,65.687500,69.531250,54.187500,63.406250,39.854439,1209578800
2000-05-01,63.968750,65.500000,52.562500,62.343750,39.186588,1145907800
2000-06-01,63.093750,70.125000,62.062500,66.843750,42.025520,851667400
2000-07-01,67.062500,73.750000,64.375000,66.750000,41.966568,829139100
2000-08-01,67.062500,75.828125,60.437500,74.875000,47.074863,688110000
2000-09-01,75.625000,75.687500,41.375000,41.562500,26.139130,1467990100
2000-10-01,42.937500,47.000000,35.000000,45.000000,28.301010,1423595100
2000-11-01,44.312500,47.875000,36.000000,38.062500,23.937931,998090900
2000-12-01,38.500000,38.500000,29.812500,30.062500,18.914745,1120692200
2001-01-01,30.687500,38.593750,30.000000,37.000000,23.279688,1211434900
2001-02-01,37.062500,38.234375,28.000000,28.562500,17.970976,909408600
2001-03-01,28.250000,33.687500,24.562500,26.312500,16.564602,1421494900
2001-04-01,26.062500,32.570000,22.250000,30.910000,19.458883,1232602500
2001-05-01,30.770000,32.500000,26.400000,27.010000,17.003702,966714700
2001-06-01,27.260000,31.930000,26.139999,29.250000,18.425394,1008249200
2001-07-01,29.580000,31.000000,27.000000,29.809999,18.778156,965577600
2001-08-01,30.620001,32.230000,26.879999,27.959999,17.612782,951559900
2001-09-01,27.559999,28.090000,18.959999,20.440001,12.883756,1066764600
2001-10-01,20.209999,26.500000,19.080000,24.420000,15.392434,1237428800
2001-11-01,24.530001,32.990002,24.250000,32.660000,20.586273,1113379500
2001-12-01,32.290001,34.849998,31.410000,31.450001,19.838671,851932500
2002-01-01,31.900000,36.779999,31.559999,35.040001,22.103243,1104847100
2002-02-01,34.820000,35.070000,28.500000,28.549999,18.009346,958632000
2002-03-01,29.090000,34.250000,28.990000,30.410000,19.193935,923979300
2002-04-01,30.139999,31.450001,27.510000,28.610001,18.057825,977552800
2002-05-01,28.570000,31.360001,25.559999,27.620001,17.432964,976795600
2002-06-01,27.430000,28.200001,17.450001,18.270000,11.539793,1334010600
2002-07-01,18.350000,19.879999,16.260000,18.790001,11.868233,1507029200
2002-08-01,18.719999,19.670000,15.820000,16.670000,10.529191,1182004600
2002-09-01,16.469999,17.040001,13.670000,13.890000,8.783783,1253168200
2002-10-01,14.050000,17.510000,12.950000,17.299999,10.940207,1881026700
2002-11-01,17.100000,21.299999,16.910000,20.879999,13.204134,1250526600
2002-12-01,21.879999,22.090000,15.420000,15.570000,9.856689,1176184400
2003-01-01,16.020000,18.010000,15.140000,15.660000,9.913666,1296861600
2003-02-01,15.650000,17.290001,14.880000,17.250000,10.920224,972981900
2003-03-01,17.129999,19.010000,15.590000,16.280001,10.319355,1292712700
2003-04-01,16.379999,19.559999,16.280001,18.400000,11.663157,1222054300
2003-05-01,18.370001,21.010000,18.299999,20.820000,13.197113,1286127600
2003-06-01,21.000000,22.920000,19.990000,20.809999,13.204648,1356186800
2003-07-01,20.870001,25.500000,20.510000,24.889999,15.793547,1431224400
2003-08-01,24.780001,29.040001,23.330000,28.590000,18.141331,1148633000
2003-09-01,28.770000,29.379999,27.219999,27.520000,17.476286,1165832900
2003-10-01,27.820000,33.279999,27.809999,32.950001,20.924553,1220535000
2003-11-01,33.330002,34.509998,31.660000,33.540001,21.299225,904543000
2003-12-01,33.820000,34.400002,29.660000,32.049999,20.365103,1082622400
2004-01-01,32.360001,34.599998,30.350000,30.520000,19.392920,1125545500
2004-02-01,30.900000,31.430000,28.650000,29.200001,18.554173,1096668000
2004-03-01,29.040001,30.139999,26.030001,27.200001,17.305378,1699989600
2004-04-01,27.370001,28.559999,25.719999,25.730000,16.370129,1377614900
2004-05-01,26.049999,28.980000,25.610001,28.549999,18.164291,1195945600
2004-06-01,28.370001,29.010000,27.129999,27.600000,17.586634,1025083900
2004-07-01,27.389999,27.480000,22.459999,24.379999,15.534863,1685420600
2004-08-01,24.040001,24.990000,20.860001,21.290001,13.565921,1268945500
2004-09-01,21.100000,21.719999,19.639999,20.059999,12.803358,1564929800
2004-10-01,20.299999,22.610001,20.219999,22.260000,14.207518,1523801700
2004-11-01,22.190001,24.990000,22.150000,22.379999,14.284105,1424847200
2004-12-01,22.500000,24.500000,22.440001,23.389999,14.955202,1490134800
2005-01-01,23.639999,23.790001,21.889999,22.450001,14.354178,1589091300
2005-02-01,22.490000,24.629999,22.170000,23.990000,15.338835,1420647100
2005-03-01,24.360001,25.469999,22.959999,23.230000,14.905715,1362583000
2005-04-01,23.340000,23.900000,21.940001,23.520000,15.091791,1365595400
2005-05-01,23.500000,27.400000,23.350000,26.959999,17.299099,1293616200
2005-06-01,26.799999,27.750000,25.730000,26.020000,16.752180,1169082600
2005-07-01,26.230000,28.840000,26.080000,27.139999,17.473253,1067827200
2005-08-01,27.240000,27.660000,25.309999,25.719999,16.559032,994634900
2005-09-01,25.580000,26.120001,23.799999,24.650000,15.916354,1085852500
2005-10-01,24.740000,24.959999,22.750000,23.500000,15.173792,1165374500
2005-11-01,23.180000,27.150000,22.530001,26.680000,17.227098,1130819800
2005-12-01,26.940001,27.490000,24.870001,24.959999,16.171871,1104580800
2006-01-01,25.190001,26.629999,21.100000,21.260000,13.774593,1852525400
2006-02-01,21.240000,21.680000,19.879999,20.600000,13.346975,1590202000
2006-03-01,20.730000,21.000000,19.309999,19.459999,12.668111,1935500400
2006-04-01,19.680000,20.270000,18.600000,19.980000,13.006621,1498496500
2006-05-01,20.059999,20.219999,17.740000,18.020000,11.730698,1676106300
2006-06-01,18.049999,19.360001,16.750000,19.000000,12.432123,1609055300
2006-07-01,19.270000,19.389999,16.840000,18.000000,11.777798,1271383700
2006-08-01,17.889999,20.000000,17.219999,19.570000,12.805080,1287884000
2006-09-01,19.900000,20.950001,19.030001,20.570000,13.536360,1396655300
2006-10-01,20.559999,22.030001,20.170000,21.340000,14.043071,1587909000
2006-11-01,21.370001,22.500000,20.320000,21.400000,14.082553,1182225800
2006-12-01,21.320000,21.450001,20.030001,20.250000,13.390534,909179000
2007-01-01,20.450001,22.299999,20.139999,20.959999,13.860028,1614851100
2007-02-01,20.980000,21.670000,19.799999,19.860001,13.132635,1175995900
2007-03-01,19.520000,19.799999,18.750000,19.129999,12.717609,1380681800
2007-04-01,19.150000,22.299999,19.030001,21.500000,14.293186,1477884000
2007-05-01,21.559999,23.139999,21.450001,22.180000,14.745249,1282004400
2007-06-01,22.340000,24.450001,21.290001,23.740000,15.864085,1332613900
2007-07-01,23.879999,26.520000,23.530001,23.620001,15.783894,1499628800
2007-08-01,23.559999,25.799999,22.090000,25.750000,17.207245,1533784300
2007-09-01,25.820000,26.430000,24.600000,25.860001,17.361490,1186023200
2007-10-01,26.040001,26.980000,25.160000,26.900000,18.059702,1566472800
2007-11-01,26.700001,27.540001,24.320000,26.080000,17.509192,1368224000
2007-12-01,26.030001,27.990000,25.379999,26.660000,17.974371,943306700
2008-01-01,26.280001,26.340000,18.049999,21.100000,14.225771,2466431600
2008-02-01,21.400000,21.820000,19.500000,19.969999,13.463920,1461654100
2008-03-01,20.059999,22.450001,19.440001,21.180000,14.366453,1355904700
2008-04-01,21.510000,23.020000,20.500000,22.260000,15.099019,1281765800
2008-05-01,22.360001,25.290001,22.360001,23.180000,15.723058,1143725900
2008-06-01,23.049999,24.000000,21.219999,21.480000,14.656967,1135974600
2008-07-01,21.290001,22.620001,19.709999,22.190001,15.141440,1379893000
2008-08-01,22.420000,24.750000,21.980000,22.870001,15.605439,1085887300
2008-09-01,23.270000,23.480000,17.270000,18.730000,12.860437,1623820500
2008-10-01,18.500000,18.690001,13.370000,16.030001,11.006559,2340996600
2008-11-01,16.129999,16.389999,12.060000,13.800000,9.475391,1534106100
2008-12-01,13.460000,15.680000,12.380000,14.660000,10.153309,1330676100
2009-01-01,14.690000,15.510000,12.500000,12.900000,8.934359,1272188700
2009-02-01,12.820000,15.150000,12.050000,12.740000,8.823540,1328263700
2009-03-01,12.510000,15.890000,12.070000,15.030000,10.516801,1633445000
2009-04-01,14.770000,16.389999,14.620000,15.780000,11.041593,1505340900
2009-05-01,15.760000,16.740000,15.000000,15.720000,10.999607,1338935300
2009-06-01,16.030001,16.700001,15.610000,16.549999,11.678514,1304048600
2009-07-01,16.670000,19.799999,15.780000,19.250000,13.583773,1726189600
2009-08-01,19.480000,20.650000,18.410000,20.320000,14.338817,1109221900
2009-09-01,20.219999,20.580000,19.219999,19.570000,13.910376,1065272900
2009-10-01,19.490000,21.270000,18.740000,19.110001,13.583409,1704082000
2009-11-01,19.049999,20.500000,18.309999,19.200001,13.647382,1184437600
2009-12-01,19.459999,20.719999,19.000000,20.400000,14.610912,1038055000
2010-01-01,20.790001,21.549999,19.299999,19.400000,13.894693,1509082400
2010-02-01,19.469999,20.969999,18.950001,20.530001,14.704023,1125494400
2010-03-01,20.680000,22.750000,20.260000,22.290001,16.092279,1290896200
2010-04-01,22.400000,24.370001,22.160000,22.840000,16.489347,1550379100
2010-05-01,22.980000,23.440001,19.900000,21.420000,15.464177,1830571300
2010-06-01,21.299999,22.000000,19.400000,19.450001,14.140969,1364086200
2010-07-01,19.430000,22.280001,18.959999,20.600000,14.977068,1607900800
2010-08-01,20.900000,21.280001,17.600000,17.670000,12.846837,1741791400
2010-09-01,17.940001,19.620001,17.750000,19.200001,14.065699,1347521700
2010-10-01,19.469999,20.559999,18.770000,20.049999,14.688400,1399157800
2010-11-01,20.350000,21.809999,20.219999,21.160000,15.501575,1126956500
2010-12-01,21.459999,22.070000,20.650000,21.030001,15.526949,920821000
2011-01-01,21.010000,21.940001,20.270000,21.459999,15.844431,1449438700
2011-02-01,21.490000,22.209999,21.010000,21.469999,15.851808,1002697600
2011-03-01,21.610001,22.080000,19.709999,20.180000,15.025516,1330377500
2011-04-01,20.379999,23.190001,19.360001,23.150000,17.236904,1446913800
2011-05-01,23.020000,23.959999,22.110001,22.510000,16.760368,1583498800
2011-06-01,22.450001,22.480000,21.000000,22.160000,16.629339,1183643100
2011-07-01,22.209999,23.389999,22.080000,22.330000,16.756910,945313300
2011-08-01,22.570000,22.690001,19.160000,20.129999,15.105988,1552667100
2011-09-01,20.280001,22.980000,19.160000,21.340000,16.170336,1336431600
2011-10-01,21.180000,25.200001,20.400000,24.540001,18.595131,1523540600
